stu_id,gender,grade,activity_start,activity_end,type_name,hour,duration,waktu_label
5,Male,98,2025-04-24 14:31:51,2025-04-24 15:00:51,Individual Assignment,14,29.0,Siang
5,Male,60,2025-04-24 14:31:51,2025-04-24 15:00:51,Individual Assignment,14,29.0,Siang
5,Male,56,2025-04-24 14:29:51,2025-04-24 14:50:51,Individual Assignment,14,21.0,Siang
5,Male,97,2025-04-24 14:29:51,2025-04-24 14:50:51,Individual Assignment,14,21.0,Siang
5,Male,97,2025-04-24 14:29:51,2025-04-24 14:50:51,Individual Assignment,14,21.0,Siang
5,Male,98,2025-04-24 14:29:51,2025-04-24 14:50:51,Individual Assignment,14,21.0,Siang
5,Male,60,2025-04-24 14:29:51,2025-04-24 14:50:51,Individual Assignment,14,21.0,Siang
5,Male,56,2025-05-04 00:19:00,2025-05-04 00:37:00,Individual Assignment,0,18.0,Malam
5,Male,97,2025-05-04 00:19:00,2025-05-04 00:37:00,Individual Assignment,0,18.0,Malam
5,Male,97,2025-05-04 00:19:00,2025-05-04 00:37:00,Individual Assignment,0,18.0,Malam
5,Male,98,2025-05-04 00:19:00,2025-05-04 00:37:00,Individual Assignment,0,18.0,Malam
5,Male,60,2025-05-04 00:19:00,2025-05-04 00:37:00,Individual Assignment,0,18.0,Malam
5,Male,56,2025-04-22 23:27:54,2025-04-22 23:36:54,Group Assignment,23,9.0,Malam
5,Male,97,2025-04-22 23:27:54,2025-04-22 23:36:54,Group Assignment,23,9.0,Malam
5,Male,97,2025-04-22 23:27:54,2025-04-22 23:36:54,Group Assignment,23,9.0,Malam
5,Male,98,2025-04-22 23:27:54,2025-04-22 23:36:54,Group Assignment,23,9.0,Malam
5,Male,60,2025-04-22 23:27:54,2025-04-22 23:36:54,Group Assignment,23,9.0,Malam
5,Male,56,2025-04-22 23:28:54,2025-04-22 23:46:54,Group Assignment,23,18.0,Malam
5,Male,97,2025-04-22 23:28:54,2025-04-22 23:46:54,Group Assignment,23,18.0,Malam
5,Male,97,2025-04-22 23:28:54,2025-04-22 23:46:54,Group Assignment,23,18.0,Malam
5,Male,98,2025-04-22 23:28:54,2025-04-22 23:46:54,Group Assignment,23,18.0,Malam
5,Male,60,2025-04-22 23:28:54,2025-04-22 23:46:54,Group Assignment,23,18.0,Malam
5,Male,56,2025-04-28 08:29:42,2025-04-28 08:38:42,Quiz,8,9.0,Pagi
5,Male,97,2025-04-28 08:29:42,2025-04-28 08:38:42,Quiz,8,9.0,Pagi
5,Male,97,2025-04-28 08:29:42,2025-04-28 08:38:42,Quiz,8,9.0,Pagi
5,Male,98,2025-04-28 08:29:42,2025-04-28 08:38:42,Quiz,8,9.0,Pagi
5,Male,60,2025-04-28 08:29:42,2025-04-28 08:38:42,Quiz,8,9.0,Pagi
5,Male,56,2025-04-28 08:32:42,2025-04-28 08:37:42,Quiz,8,5.0,Pagi
5,Male,97,2025-04-28 08:32:42,2025-04-28 08:37:42,Quiz,8,5.0,Pagi
5,Male,97,2025-04-28 08:32:42,2025-04-28 08:37:42,Quiz,8,5.0,Pagi
5,Male,98,2025-04-28 08:32:42,2025-04-28 08:37:42,Quiz,8,5.0,Pagi
5,Male,60,2025-04-28 08:32:42,2025-04-28 08:37:42,Quiz,8,5.0,Pagi
5,Male,56,2025-04-19 13:33:10,2025-04-19 13:49:10,Forum,13,16.0,Siang
5,Male,97,2025-04-19 13:33:10,2025-04-19 13:49:10,Forum,13,16.0,Siang
5,Male,97,2025-04-19 13:33:10,2025-04-19 13:49:10,Forum,13,16.0,Siang
5,Male,98,2025-04-19 13:33:10,2025-04-19 13:49:10,Forum,13,16.0,Siang
5,Male,60,2025-04-19 13:33:10,2025-04-19 13:49:10,Forum,13,16.0,Siang
5,Male,56,2025-04-19 13:31:10,2025-04-19 13:57:10,Forum,13,26.0,Siang
5,Male,97,2025-04-19 13:31:10,2025-04-19 13:57:10,Forum,13,26.0,Siang
5,Male,97,2025-04-19 13:31:10,2025-04-19 13:57:10,Forum,13,26.0,Siang
5,Male,98,2025-04-19 13:31:10,2025-04-19 13:57:10,Forum,13,26.0,Siang
5,Male,60,2025-04-19 13:31:10,2025-04-19 13:57:10,Forum,13,26.0,Siang
5,Male,56,2025-04-28 16:09:13,2025-04-28 16:17:13,Group Assignment,16,8.0,Siang
5,Male,97,2025-04-28 16:09:13,2025-04-28 16:17:13,Group Assignment,16,8.0,Siang
5,Male,97,2025-04-28 16:09:13,2025-04-28 16:17:13,Group Assignment,16,8.0,Siang
5,Male,98,2025-04-28 16:09:13,2025-04-28 16:17:13,Group Assignment,16,8.0,Siang
5,Male,60,2025-04-28 16:09:13,2025-04-28 16:17:13,Group Assignment,16,8.0,Siang
5,Male,56,2025-04-28 16:10:13,2025-04-28 16:23:13,Group Assignment,16,13.0,Siang
5,Male,97,2025-04-28 16:10:13,2025-04-28 16:23:13,Group Assignment,16,13.0,Siang
5,Male,97,2025-04-28 16:10:13,2025-04-28 16:23:13,Group Assignment,16,13.0,Siang
5,Male,98,2025-04-28 16:10:13,2025-04-28 16:23:13,Group Assignment,16,13.0,Siang
5,Male,60,2025-04-28 16:10:13,2025-04-28 16:23:13,Group Assignment,16,13.0,Siang
5,Male,56,2025-05-05 08:34:09,2025-05-05 08:59:09,Group Assignment,8,25.0,Pagi
5,Male,97,2025-05-05 08:34:09,2025-05-05 08:59:09,Group Assignment,8,25.0,Pagi
5,Male,97,2025-05-05 08:34:09,2025-05-05 08:59:09,Group Assignment,8,25.0,Pagi
5,Male,98,2025-05-05 08:34:09,2025-05-05 08:59:09,Group Assignment,8,25.0,Pagi
5,Male,60,2025-05-05 08:34:09,2025-05-05 08:59:09,Group Assignment,8,25.0,Pagi
5,Male,56,2025-05-05 08:39:09,2025-05-05 08:58:09,Group Assignment,8,19.0,Pagi
5,Male,97,2025-05-05 08:39:09,2025-05-05 08:58:09,Group Assignment,8,19.0,Pagi
5,Male,97,2025-05-05 08:39:09,2025-05-05 08:58:09,Group Assignment,8,19.0,Pagi
5,Male,98,2025-05-05 08:39:09,2025-05-05 08:58:09,Group Assignment,8,19.0,Pagi
5,Male,60,2025-05-05 08:39:09,2025-05-05 08:58:09,Group Assignment,8,19.0,Pagi
5,Male,56,2025-04-20 04:30:10,2025-04-20 05:00:10,Forum,4,30.0,Malam
5,Male,97,2025-04-20 04:30:10,2025-04-20 05:00:10,Forum,4,30.0,Malam
5,Male,97,2025-04-20 04:30:10,2025-04-20 05:00:10,Forum,4,30.0,Malam
5,Male,98,2025-04-20 04:30:10,2025-04-20 05:00:10,Forum,4,30.0,Malam
5,Male,60,2025-04-20 04:30:10,2025-04-20 05:00:10,Forum,4,30.0,Malam
5,Male,56,2025-04-20 04:31:10,2025-04-20 04:45:10,Forum,4,14.0,Malam
5,Male,97,2025-04-20 04:31:10,2025-04-20 04:45:10,Forum,4,14.0,Malam
5,Male,97,2025-04-20 04:31:10,2025-04-20 04:45:10,Forum,4,14.0,Malam
5,Male,98,2025-04-20 04:31:10,2025-04-20 04:45:10,Forum,4,14.0,Malam
5,Male,60,2025-04-20 04:31:10,2025-04-20 04:45:10,Forum,4,14.0,Malam
5,Male,56,2025-04-29 22:37:53,2025-04-29 22:52:53,Individual Assignment,22,15.0,Malam
5,Male,97,2025-04-29 22:37:53,2025-04-29 22:52:53,Individual Assignment,22,15.0,Malam
5,Male,97,2025-04-29 22:37:53,2025-04-29 22:52:53,Individual Assignment,22,15.0,Malam
5,Male,98,2025-04-29 22:37:53,2025-04-29 22:52:53,Individual Assignment,22,15.0,Malam
5,Male,60,2025-04-29 22:37:53,2025-04-29 22:52:53,Individual Assignment,22,15.0,Malam
5,Male,56,2025-04-29 22:40:53,2025-04-29 22:57:53,Individual Assignment,22,17.0,Malam
5,Male,97,2025-04-29 22:40:53,2025-04-29 22:57:53,Individual Assignment,22,17.0,Malam
5,Male,97,2025-04-29 22:40:53,2025-04-29 22:57:53,Individual Assignment,22,17.0,Malam
5,Male,98,2025-04-29 22:40:53,2025-04-29 22:57:53,Individual Assignment,22,17.0,Malam
5,Male,60,2025-04-29 22:40:53,2025-04-29 22:57:53,Individual Assignment,22,17.0,Malam
5,Male,56,2025-04-29 22:30:53,2025-04-29 22:55:53,Individual Assignment,22,25.0,Malam
5,Male,97,2025-04-29 22:30:53,2025-04-29 22:55:53,Individual Assignment,22,25.0,Malam
5,Male,97,2025-04-29 22:30:53,2025-04-29 22:55:53,Individual Assignment,22,25.0,Malam
5,Male,98,2025-04-29 22:30:53,2025-04-29 22:55:53,Individual Assignment,22,25.0,Malam
5,Male,60,2025-04-29 22:30:53,2025-04-29 22:55:53,Individual Assignment,22,25.0,Malam
5,Male,56,2025-05-03 19:34:46,2025-05-03 19:50:46,Group Assignment,19,16.0,Malam
5,Male,97,2025-05-03 19:34:46,2025-05-03 19:50:46,Group Assignment,19,16.0,Malam
5,Male,97,2025-05-03 19:34:46,2025-05-03 19:50:46,Group Assignment,19,16.0,Malam
5,Male,98,2025-05-03 19:34:46,2025-05-03 19:50:46,Group Assignment,19,16.0,Malam
5,Male,60,2025-05-03 19:34:46,2025-05-03 19:50:46,Group Assignment,19,16.0,Malam
5,Male,56,2025-05-03 19:37:46,2025-05-03 19:56:46,Group Assignment,19,19.0,Malam
5,Male,97,2025-05-03 19:37:46,2025-05-03 19:56:46,Group Assignment,19,19.0,Malam
5,Male,97,2025-05-03 19:37:46,2025-05-03 19:56:46,Group Assignment,19,19.0,Malam
5,Male,98,2025-05-03 19:37:46,2025-05-03 19:56:46,Group Assignment,19,19.0,Malam
5,Male,60,2025-05-03 19:37:46,2025-05-03 19:56:46,Group Assignment,19,19.0,Malam
5,Male,56,2025-05-09 09:10:39,2025-05-09 09:24:39,Forum,9,14.0,Pagi
5,Male,97,2025-05-09 09:10:39,2025-05-09 09:24:39,Forum,9,14.0,Pagi
5,Male,97,2025-05-09 09:10:39,2025-05-09 09:24:39,Forum,9,14.0,Pagi
5,Male,98,2025-05-09 09:10:39,2025-05-09 09:24:39,Forum,9,14.0,Pagi
5,Male,60,2025-05-09 09:10:39,2025-05-09 09:24:39,Forum,9,14.0,Pagi
5,Male,56,2025-05-09 09:07:39,2025-05-09 09:26:39,Forum,9,19.0,Pagi
5,Male,97,2025-05-09 09:07:39,2025-05-09 09:26:39,Forum,9,19.0,Pagi
5,Male,97,2025-05-09 09:07:39,2025-05-09 09:26:39,Forum,9,19.0,Pagi
5,Male,98,2025-05-09 09:07:39,2025-05-09 09:26:39,Forum,9,19.0,Pagi
5,Male,60,2025-05-09 09:07:39,2025-05-09 09:26:39,Forum,9,19.0,Pagi
5,Male,56,2025-05-05 17:50:06,2025-05-05 18:04:06,Individual Assignment,17,14.0,Siang
5,Male,97,2025-05-05 17:50:06,2025-05-05 18:04:06,Individual Assignment,17,14.0,Siang
5,Male,97,2025-05-05 17:50:06,2025-05-05 18:04:06,Individual Assignment,17,14.0,Siang
5,Male,98,2025-05-05 17:50:06,2025-05-05 18:04:06,Individual Assignment,17,14.0,Siang
5,Male,60,2025-05-05 17:50:06,2025-05-05 18:04:06,Individual Assignment,17,14.0,Siang
5,Male,56,2025-04-24 12:06:04,2025-04-24 12:18:04,Group Assignment,12,12.0,Siang
5,Male,97,2025-04-24 12:06:04,2025-04-24 12:18:04,Group Assignment,12,12.0,Siang
5,Male,97,2025-04-24 12:06:04,2025-04-24 12:18:04,Group Assignment,12,12.0,Siang
5,Male,98,2025-04-24 12:06:04,2025-04-24 12:18:04,Group Assignment,12,12.0,Siang
5,Male,60,2025-04-24 12:06:04,2025-04-24 12:18:04,Group Assignment,12,12.0,Siang
5,Male,56,2025-04-24 12:10:04,2025-04-24 12:37:04,Group Assignment,12,27.0,Siang
5,Male,97,2025-04-24 12:10:04,2025-04-24 12:37:04,Group Assignment,12,27.0,Siang
5,Male,97,2025-04-24 12:10:04,2025-04-24 12:37:04,Group Assignment,12,27.0,Siang
5,Male,98,2025-04-24 12:10:04,2025-04-24 12:37:04,Group Assignment,12,27.0,Siang
5,Male,60,2025-04-24 12:10:04,2025-04-24 12:37:04,Group Assignment,12,27.0,Siang
5,Male,56,2025-05-02 11:54:07,2025-05-02 12:00:07,Group Assignment,11,6.0,Pagi
5,Male,97,2025-05-02 11:54:07,2025-05-02 12:00:07,Group Assignment,11,6.0,Pagi
5,Male,97,2025-05-02 11:54:07,2025-05-02 12:00:07,Group Assignment,11,6.0,Pagi
5,Male,98,2025-05-02 11:54:07,2025-05-02 12:00:07,Group Assignment,11,6.0,Pagi
