stu_id,gender,age,course_id,grade,activity_start,activity_end,activity_type,activity_description
2,Male,23.0,4,62,2025-04-28 08:26:42,2025-04-28 08:45:42,Quiz,Course 2 - Ahead
2,Male,23.0,3,54,2025-04-28 08:26:42,2025-04-28 08:45:42,Quiz,Course 2 - Ahead
2,Male,23.0,2,56,2025-04-28 08:26:42,2025-04-28 08:45:42,Quiz,Course 2 - Ahead
2,Male,23.0,1,93,2025-04-28 08:26:42,2025-04-28 08:45:42,Quiz,Course 2 - Ahead
2,Male,23.0,5,67,2025-04-19 13:39:10,2025-04-19 13:45:10,Forum,Course 2 - Group
2,Male,23.0,4,62,2025-04-19 13:39:10,2025-04-19 13:45:10,Forum,Course 2 - Group
2,Male,23.0,3,54,2025-04-19 13:39:10,2025-04-19 13:45:10,Forum,Course 2 - Group
2,Male,23.0,2,56,2025-04-19 13:39:10,2025-04-19 13:45:10,Forum,Course 2 - Group
2,Male,23.0,1,93,2025-04-19 13:39:10,2025-04-19 13:45:10,Forum,Course 2 - Group
2,Male,23.0,5,67,2025-04-28 16:04:13,2025-04-28 16:13:13,Group Assignment,Course 2 - Charge
2,Male,23.0,4,62,2025-04-28 16:04:13,2025-04-28 16:13:13,Group Assignment,Course 2 - Charge
2,Male,23.0,3,54,2025-04-28 16:04:13,2025-04-28 16:13:13,Group Assignment,Course 2 - Charge
2,Male,23.0,2,56,2025-04-28 16:04:13,2025-04-28 16:13:13,Group Assignment,Course 2 - Charge
2,Male,23.0,1,93,2025-04-28 16:04:13,2025-04-28 16:13:13,Group Assignment,Course 2 - Charge
2,Male,23.0,5,67,2025-04-28 16:07:13,2025-04-28 16:17:13,Group Assignment,Course 2 - Charge
2,Male,23.0,4,62,2025-04-28 16:07:13,2025-04-28 16:17:13,Group Assignment,Course 2 - Charge
2,Male,23.0,3,54,2025-04-28 16:07:13,2025-04-28 16:17:13,Group Assignment,Course 2 - Charge
2,Male,23.0,2,56,2025-04-28 16:07:13,2025-04-28 16:17:13,Group Assignment,Course 2 - Charge
2,Male,23.0,1,93,2025-04-28 16:07:13,2025-04-28 16:17:13,Group Assignment,Course 2 - Charge
2,Male,23.0,5,67,2025-05-05 08:32:09,2025-05-05 08:48:09,Group Assignment,Course 3 - Week
2,Male,23.0,4,62,2025-05-05 08:32:09,2025-05-05 08:48:09,Group Assignment,Course 3 - Week
2,Male,23.0,3,54,2025-05-05 08:32:09,2025-05-05 08:48:09,Group Assignment,Course 3 - Week
2,Male,23.0,2,56,2025-05-05 08:32:09,2025-05-05 08:48:09,Group Assignment,Course 3 - Week
2,Male,23.0,1,93,2025-05-05 08:32:09,2025-05-05 08:48:09,Group Assignment,Course 3 - Week
2,Male,23.0,5,67,2025-05-05 08:38:09,2025-05-05 08:49:09,Group Assignment,Course 3 - Week
2,Male,23.0,4,62,2025-05-05 08:38:09,2025-05-05 08:49:09,Group Assignment,Course 3 - Week
2,Male,23.0,3,54,2025-05-05 08:38:09,2025-05-05 08:49:09,Group Assignment,Course 3 - Week
2,Male,23.0,2,56,2025-05-05 08:38:09,2025-05-05 08:49:09,Group Assignment,Course 3 - Week
2,Male,23.0,1,93,2025-05-05 08:38:09,2025-05-05 08:49:09,Group Assignment,Course 3 - Week
2,Male,23.0,5,67,2025-04-20 04:23:10,2025-04-20 04:39:10,Forum,Course 3 - Do
2,Male,23.0,4,62,2025-04-20 04:23:10,2025-04-20 04:39:10,Forum,Course 3 - Do
2,Male,23.0,3,54,2025-04-20 04:23:10,2025-04-20 04:39:10,Forum,Course 3 - Do
2,Male,23.0,2,56,2025-04-20 04:23:10,2025-04-20 04:39:10,Forum,Course 3 - Do
2,Male,23.0,1,93,2025-04-20 04:23:10,2025-04-20 04:39:10,Forum,Course 3 - Do
2,Male,23.0,5,67,2025-04-29 22:33:53,2025-04-29 22:46:53,Individual Assignment,Course 3 - Key
2,Male,23.0,4,62,2025-04-29 22:33:53,2025-04-29 22:46:53,Individual Assignment,Course 3 - Key
2,Male,23.0,3,54,2025-04-29 22:33:53,2025-04-29 22:46:53,Individual Assignment,Course 3 - Key
2,Male,23.0,2,56,2025-04-29 22:33:53,2025-04-29 22:46:53,Individual Assignment,Course 3 - Key
2,Male,23.0,1,93,2025-04-29 22:33:53,2025-04-29 22:46:53,Individual Assignment,Course 3 - Key
2,Male,23.0,5,67,2025-04-29 22:34:53,2025-04-29 22:43:53,Individual Assignment,Course 3 - Key
2,Male,23.0,4,62,2025-04-29 22:34:53,2025-04-29 22:43:53,Individual Assignment,Course 3 - Key
2,Male,23.0,3,54,2025-04-29 22:34:53,2025-04-29 22:43:53,Individual Assignment,Course 3 - Key
2,Male,23.0,2,56,2025-04-29 22:34:53,2025-04-29 22:43:53,Individual Assignment,Course 3 - Key
2,Male,23.0,1,93,2025-04-29 22:34:53,2025-04-29 22:43:53,Individual Assignment,Course 3 - Key
2,Male,23.0,5,67,2025-05-03 19:33:46,2025-05-03 19:41:46,Group Assignment,Course 4 - Third
2,Male,23.0,4,62,2025-05-03 19:33:46,2025-05-03 19:41:46,Group Assignment,Course 4 - Third
2,Male,23.0,3,54,2025-05-03 19:33:46,2025-05-03 19:41:46,Group Assignment,Course 4 - Third
2,Male,23.0,2,56,2025-05-03 19:33:46,2025-05-03 19:41:46,Group Assignment,Course 4 - Third
2,Male,23.0,1,93,2025-05-03 19:33:46,2025-05-03 19:41:46,Group Assignment,Course 4 - Third
2,Male,23.0,5,67,2025-05-03 19:37:46,2025-05-03 19:54:46,Group Assignment,Course 4 - Third
2,Male,23.0,4,62,2025-05-03 19:37:46,2025-05-03 19:54:46,Group Assignment,Course 4 - Third
2,Male,23.0,3,54,2025-05-03 19:37:46,2025-05-03 19:54:46,Group Assignment,Course 4 - Third
2,Male,23.0,2,56,2025-05-03 19:37:46,2025-05-03 19:54:46,Group Assignment,Course 4 - Third
2,Male,23.0,1,93,2025-05-03 19:37:46,2025-05-03 19:54:46,Group Assignment,Course 4 - Third
2,Male,23.0,5,67,2025-05-03 19:32:46,2025-05-03 19:52:46,Group Assignment,Course 4 - Third
2,Male,23.0,4,62,2025-05-03 19:32:46,2025-05-03 19:52:46,Group Assignment,Course 4 - Third
2,Male,23.0,3,54,2025-05-03 19:32:46,2025-05-03 19:52:46,Group Assignment,Course 4 - Third
2,Male,23.0,2,56,2025-05-03 19:32:46,2025-05-03 19:52:46,Group Assignment,Course 4 - Third
2,Male,23.0,1,93,2025-05-03 19:32:46,2025-05-03 19:52:46,Group Assignment,Course 4 - Third
2,Male,23.0,5,67,2025-05-09 09:03:39,2025-05-09 09:20:39,Forum,Course 4 - Look
2,Male,23.0,4,62,2025-05-09 09:03:39,2025-05-09 09:20:39,Forum,Course 4 - Look
2,Male,23.0,3,54,2025-05-09 09:03:39,2025-05-09 09:20:39,Forum,Course 4 - Look
2,Male,23.0,2,56,2025-05-09 09:03:39,2025-05-09 09:20:39,Forum,Course 4 - Look
2,Male,23.0,1,93,2025-05-09 09:03:39,2025-05-09 09:20:39,Forum,Course 4 - Look
2,Male,23.0,5,67,2025-05-09 09:08:39,2025-05-09 09:20:39,Forum,Course 4 - Look
2,Male,23.0,4,62,2025-05-09 09:08:39,2025-05-09 09:20:39,Forum,Course 4 - Look
2,Male,23.0,3,54,2025-05-09 09:08:39,2025-05-09 09:20:39,Forum,Course 4 - Look
2,Male,23.0,2,56,2025-05-09 09:08:39,2025-05-09 09:20:39,Forum,Course 4 - Look
2,Male,23.0,1,93,2025-05-09 09:08:39,2025-05-09 09:20:39,Forum,Course 4 - Look
2,Male,23.0,5,67,2025-05-05 17:52:06,2025-05-05 18:19:06,Individual Assignment,Course 4 - Purpose
2,Male,23.0,4,62,2025-05-05 17:52:06,2025-05-05 18:19:06,Individual Assignment,Course 4 - Purpose
2,Male,23.0,3,54,2025-05-05 17:52:06,2025-05-05 18:19:06,Individual Assignment,Course 4 - Purpose
2,Male,23.0,2,56,2025-05-05 17:52:06,2025-05-05 18:19:06,Individual Assignment,Course 4 - Purpose
2,Male,23.0,1,93,2025-05-05 17:52:06,2025-05-05 18:19:06,Individual Assignment,Course 4 - Purpose
2,Male,23.0,5,67,2025-05-05 17:47:06,2025-05-05 17:55:06,Individual Assignment,Course 4 - Purpose
2,Male,23.0,4,62,2025-05-05 17:47:06,2025-05-05 17:55:06,Individual Assignment,Course 4 - Purpose
2,Male,23.0,3,54,2025-05-05 17:47:06,2025-05-05 17:55:06,Individual Assignment,Course 4 - Purpose
2,Male,23.0,2,56,2025-05-05 17:47:06,2025-05-05 17:55:06,Individual Assignment,Course 4 - Purpose
2,Male,23.0,1,93,2025-05-05 17:47:06,2025-05-05 17:55:06,Individual Assignment,Course 4 - Purpose
2,Male,23.0,5,67,2025-04-24 12:11:04,2025-04-24 12:25:04,Group Assignment,Course 5 - Their
2,Male,23.0,4,62,2025-04-24 12:11:04,2025-04-24 12:25:04,Group Assignment,Course 5 - Their
2,Male,23.0,3,54,2025-04-24 12:11:04,2025-04-24 12:25:04,Group Assignment,Course 5 - Their
2,Male,23.0,2,56,2025-04-24 12:11:04,2025-04-24 12:25:04,Group Assignment,Course 5 - Their
2,Male,23.0,1,93,2025-04-24 12:11:04,2025-04-24 12:25:04,Group Assignment,Course 5 - Their
2,Male,23.0,5,67,2025-04-24 12:04:04,2025-04-24 12:14:04,Group Assignment,Course 5 - Their
2,Male,23.0,4,62,2025-04-24 12:04:04,2025-04-24 12:14:04,Group Assignment,Course 5 - Their
2,Male,23.0,3,54,2025-04-24 12:04:04,2025-04-24 12:14:04,Group Assignment,Course 5 - Their
2,Male,23.0,2,56,2025-04-24 12:04:04,2025-04-24 12:14:04,Group Assignment,Course 5 - Their
2,Male,23.0,1,93,2025-04-24 12:04:04,2025-04-24 12:14:04,Group Assignment,Course 5 - Their
2,Male,23.0,5,67,2025-04-24 12:03:04,2025-04-24 12:11:04,Group Assignment,Course 5 - Their
2,Male,23.0,4,62,2025-04-24 12:03:04,2025-04-24 12:11:04,Group Assignment,Course 5 - Their
2,Male,23.0,3,54,2025-04-24 12:03:04,2025-04-24 12:11:04,Group Assignment,Course 5 - Their
2,Male,23.0,2,56,2025-04-24 12:03:04,2025-04-24 12:11:04,Group Assignment,Course 5 - Their
2,Male,23.0,1,93,2025-04-24 12:03:04,2025-04-24 12:11:04,Group Assignment,Course 5 - Their
2,Male,23.0,5,67,2025-05-02 11:46:07,2025-05-02 12:03:07,Group Assignment,Course 5 - Lead
2,Male,23.0,4,62,2025-05-02 11:46:07,2025-05-02 12:03:07,Group Assignment,Course 5 - Lead
2,Male,23.0,3,54,2025-05-02 11:46:07,2025-05-02 12:03:07,Group Assignment,Course 5 - Lead
2,Male,23.0,2,56,2025-05-02 11:46:07,2025-05-02 12:03:07,Group Assignment,Course 5 - Lead
2,Male,23.0,1,93,2025-05-02 11:46:07,2025-05-02 12:03:07,Group Assignment,Course 5 - Lead
2,Male,23.0,5,67,2025-04-25 16:48:07,2025-04-25 16:55:07,Individual Assignment,Course 5 - Need
2,Male,23.0,4,62,2025-04-25 16:48:07,2025-04-25 16:55:07,Individual Assignment,Course 5 - Need
2,Male,23.0,3,54,2025-04-25 16:48:07,2025-04-25 16:55:07,Individual Assignment,Course 5 - Need
2,Male,23.0,2,56,2025-04-25 16:48:07,2025-04-25 16:55:07,Individual Assignment,Course 5 - Need
2,Male,23.0,1,93,2025-04-25 16:48:07,2025-04-25 16:55:07,Individual Assignment,Course 5 - Need
2,Male,23.0,5,67,2025-04-25 16:38:07,2025-04-25 17:00:07,Individual Assignment,Course 5 - Need
2,Male,23.0,4,62,2025-04-25 16:38:07,2025-04-25 17:00:07,Individual Assignment,Course 5 - Need
2,Male,23.0,3,54,2025-04-25 16:38:07,2025-04-25 17:00:07,Individual Assignment,Course 5 - Need
2,Male,23.0,2,56,2025-04-25 16:38:07,2025-04-25 17:00:07,Individual Assignment,Course 5 - Need
2,Male,23.0,1,93,2025-04-25 16:38:07,2025-04-25 17:00:07,Individual Assignment,Course 5 - Need
5,Male,25.0,5,56,2025-04-24 14:24:51,2025-04-24 14:33:51,Individual Assignment,Course 1 - Job
5,Male,25.0,4,97,2025-04-24 14:24:51,2025-04-24 14:33:51,Individual Assignment,Course 1 - Job
5,Male,25.0,3,97,2025-04-24 14:24:51,2025-04-24 14:33:51,Individual Assignment,Course 1 - Job
5,Male,25.0,2,98,2025-04-24 14:24:51,2025-04-24 14:33:51,Individual Assignment,Course 1 - Job
5,Male,25.0,1,60,2025-04-24 14:24:51,2025-04-24 14:33:51,Individual Assignment,Course 1 - Job
5,Male,25.0,5,56,2025-04-24 14:31:51,2025-04-24 15:00:51,Individual Assignment,Course 1 - Job
5,Male,25.0,4,97,2025-04-24 14:31:51,2025-04-24 15:00:51,Individual Assignment,Course 1 - Job
5,Male,25.0,3,97,2025-04-24 14:31:51,2025-04-24 15:00:51,Individual Assignment,Course 1 - Job
5,Male,25.0,2,98,2025-04-24 14:31:51,2025-04-24 15:00:51,Individual Assignment,Course 1 - Job
5,Male,25.0,1,60,2025-04-24 14:31:51,2025-04-24 15:00:51,Individual Assignment,Course 1 - Job
5,Male,25.0,5,56,2025-04-24 14:29:51,2025-04-24 14:50:51,Individual Assignment,Course 1 - Job
5,Male,25.0,4,97,2025-04-24 14:29:51,2025-04-24 14:50:51,Individual Assignment,Course 1 - Job
5,Male,25.0,3,97,2025-04-24 14:29:51,2025-04-24 14:50:51,Individual Assignment,Course 1 - Job
5,Male,25.0,2,98,2025-04-24 14:29:51,2025-04-24 14:50:51,Individual Assignment,Course 1 - Job
5,Male,25.0,1,60,2025-04-24 14:29:51,2025-04-24 14:50:51,Individual Assignment,Course 1 - Job
5,Male,25.0,5,56,2025-05-04 00:19:00,2025-05-04 00:37:00,Individual Assignment,Course 1 - Century
5,Male,25.0,4,97,2025-05-04 00:19:00,2025-05-04 00:37:00,Individual Assignment,Course 1 - Century
5,Male,25.0,3,97,2025-05-04 00:19:00,2025-05-04 00:37:00,Individual Assignment,Course 1 - Century
5,Male,25.0,2,98,2025-05-04 00:19:00,2025-05-04 00:37:00,Individual Assignment,Course 1 - Century
5,Male,25.0,1,60,2025-05-04 00:19:00,2025-05-04 00:37:00,Individual Assignment,Course 1 - Century
5,Male,25.0,5,56,2025-04-22 23:27:54,2025-04-22 23:36:54,Group Assignment,Course 1 - Summer
5,Male,25.0,4,97,2025-04-22 23:27:54,2025-04-22 23:36:54,Group Assignment,Course 1 - Summer
5,Male,25.0,3,97,2025-04-22 23:27:54,2025-04-22 23:36:54,Group Assignment,Course 1 - Summer
5,Male,25.0,2,98,2025-04-22 23:27:54,2025-04-22 23:36:54,Group Assignment,Course 1 - Summer
5,Male,25.0,1,60,2025-04-22 23:27:54,2025-04-22 23:36:54,Group Assignment,Course 1 - Summer
5,Male,25.0,5,56,2025-04-22 23:28:54,2025-04-22 23:46:54,Group Assignment,Course 1 - Summer
5,Male,25.0,4,97,2025-04-22 23:28:54,2025-04-22 23:46:54,Group Assignment,Course 1 - Summer
5,Male,25.0,3,97,2025-04-22 23:28:54,2025-04-22 23:46:54,Group Assignment,Course 1 - Summer
5,Male,25.0,2,98,2025-04-22 23:28:54,2025-04-22 23:46:54,Group Assignment,Course 1 - Summer
5,Male,25.0,1,60,2025-04-22 23:28:54,2025-04-22 23:46:54,Group Assignment,Course 1 - Summer
5,Male,25.0,5,56,2025-04-28 08:29:42,2025-04-28 08:38:42,Quiz,Course 2 - Ahead
5,Male,25.0,4,97,2025-04-28 08:29:42,2025-04-28 08:38:42,Quiz,Course 2 - Ahead
5,Male,25.0,3,97,2025-04-28 08:29:42,2025-04-28 08:38:42,Quiz,Course 2 - Ahead
5,Male,25.0,2,98,2025-04-28 08:29:42,2025-04-28 08:38:42,Quiz,Course 2 - Ahead
5,Male,25.0,1,60,2025-04-28 08:29:42,2025-04-28 08:38:42,Quiz,Course 2 - Ahead
5,Male,25.0,5,56,2025-04-28 08:32:42,2025-04-28 08:37:42,Quiz,Course 2 - Ahead
5,Male,25.0,4,97,2025-04-28 08:32:42,2025-04-28 08:37:42,Quiz,Course 2 - Ahead
5,Male,25.0,3,97,2025-04-28 08:32:42,2025-04-28 08:37:42,Quiz,Course 2 - Ahead
5,Male,25.0,2,98,2025-04-28 08:32:42,2025-04-28 08:37:42,Quiz,Course 2 - Ahead
5,Male,25.0,1,60,2025-04-28 08:32:42,2025-04-28 08:37:42,Quiz,Course 2 - Ahead
5,Male,25.0,5,56,2025-04-19 13:33:10,2025-04-19 13:49:10,Forum,Course 2 - Group
5,Male,25.0,4,97,2025-04-19 13:33:10,2025-04-19 13:49:10,Forum,Course 2 - Group
5,Male,25.0,3,97,2025-04-19 13:33:10,2025-04-19 13:49:10,Forum,Course 2 - Group
5,Male,25.0,2,98,2025-04-19 13:33:10,2025-04-19 13:49:10,Forum,Course 2 - Group
5,Male,25.0,1,60,2025-04-19 13:33:10,2025-04-19 13:49:10,Forum,Course 2 - Group
5,Male,25.0,5,56,2025-04-19 13:31:10,2025-04-19 13:57:10,Forum,Course 2 - Group
5,Male,25.0,4,97,2025-04-19 13:31:10,2025-04-19 13:57:10,Forum,Course 2 - Group
5,Male,25.0,3,97,2025-04-19 13:31:10,2025-04-19 13:57:10,Forum,Course 2 - Group
5,Male,25.0,2,98,2025-04-19 13:31:10,2025-04-19 13:57:10,Forum,Course 2 - Group
5,Male,25.0,1,60,2025-04-19 13:31:10,2025-04-19 13:57:10,Forum,Course 2 - Group
5,Male,25.0,5,56,2025-04-28 16:09:13,2025-04-28 16:17:13,Group Assignment,Course 2 - Charge
5,Male,25.0,4,97,2025-04-28 16:09:13,2025-04-28 16:17:13,Group Assignment,Course 2 - Charge
5,Male,25.0,3,97,2025-04-28 16:09:13,2025-04-28 16:17:13,Group Assignment,Course 2 - Charge
5,Male,25.0,2,98,2025-04-28 16:09:13,2025-04-28 16:17:13,Group Assignment,Course 2 - Charge
5,Male,25.0,1,60,2025-04-28 16:09:13,2025-04-28 16:17:13,Group Assignment,Course 2 - Charge
5,Male,25.0,5,56,2025-04-28 16:10:13,2025-04-28 16:23:13,Group Assignment,Course 2 - Charge
5,Male,25.0,4,97,2025-04-28 16:10:13,2025-04-28 16:23:13,Group Assignment,Course 2 - Charge
5,Male,25.0,3,97,2025-04-28 16:10:13,2025-04-28 16:23:13,Group Assignment,Course 2 - Charge
5,Male,25.0,2,98,2025-04-28 16:10:13,2025-04-28 16:23:13,Group Assignment,Course 2 - Charge
5,Male,25.0,1,60,2025-04-28 16:10:13,2025-04-28 16:23:13,Group Assignment,Course 2 - Charge
5,Male,25.0,5,56,2025-05-05 08:34:09,2025-05-05 08:59:09,Group Assignment,Course 3 - Week
5,Male,25.0,4,97,2025-05-05 08:34:09,2025-05-05 08:59:09,Group Assignment,Course 3 - Week
5,Male,25.0,3,97,2025-05-05 08:34:09,2025-05-05 08:59:09,Group Assignment,Course 3 - Week
5,Male,25.0,2,98,2025-05-05 08:34:09,2025-05-05 08:59:09,Group Assignment,Course 3 - Week
5,Male,25.0,1,60,2025-05-05 08:34:09,2025-05-05 08:59:09,Group Assignment,Course 3 - Week
5,Male,25.0,5,56,2025-05-05 08:39:09,2025-05-05 08:58:09,Group Assignment,Course 3 - Week
5,Male,25.0,4,97,2025-05-05 08:39:09,2025-05-05 08:58:09,Group Assignment,Course 3 - Week
5,Male,25.0,3,97,2025-05-05 08:39:09,2025-05-05 08:58:09,Group Assignment,Course 3 - Week
5,Male,25.0,2,98,2025-05-05 08:39:09,2025-05-05 08:58:09,Group Assignment,Course 3 - Week
5,Male,25.0,1,60,2025-05-05 08:39:09,2025-05-05 08:58:09,Group Assignment,Course 3 - Week
5,Male,25.0,5,56,2025-04-20 04:30:10,2025-04-20 05:00:10,Forum,Course 3 - Do
5,Male,25.0,4,97,2025-04-20 04:30:10,2025-04-20 05:00:10,Forum,Course 3 - Do
5,Male,25.0,3,97,2025-04-20 04:30:10,2025-04-20 05:00:10,Forum,Course 3 - Do
5,Male,25.0,2,98,2025-04-20 04:30:10,2025-04-20 05:00:10,Forum,Course 3 - Do
5,Male,25.0,1,60,2025-04-20 04:30:10,2025-04-20 05:00:10,Forum,Course 3 - Do
5,Male,25.0,5,56,2025-04-20 04:31:10,2025-04-20 04:45:10,Forum,Course 3 - Do
5,Male,25.0,4,97,2025-04-20 04:31:10,2025-04-20 04:45:10,Forum,Course 3 - Do
5,Male,25.0,3,97,2025-04-20 04:31:10,2025-04-20 04:45:10,Forum,Course 3 - Do
5,Male,25.0,2,98,2025-04-20 04:31:10,2025-04-20 04:45:10,Forum,Course 3 - Do
5,Male,25.0,1,60,2025-04-20 04:31:10,2025-04-20 04:45:10,Forum,Course 3 - Do
5,Male,25.0,5,56,2025-04-29 22:37:53,2025-04-29 22:52:53,Individual Assignment,Course 3 - Key
5,Male,25.0,4,97,2025-04-29 22:37:53,2025-04-29 22:52:53,Individual Assignment,Course 3 - Key
5,Male,25.0,3,97,2025-04-29 22:37:53,2025-04-29 22:52:53,Individual Assignment,Course 3 - Key
5,Male,25.0,2,98,2025-04-29 22:37:53,2025-04-29 22:52:53,Individual Assignment,Course 3 - Key
5,Male,25.0,1,60,2025-04-29 22:37:53,2025-04-29 22:52:53,Individual Assignment,Course 3 - Key
5,Male,25.0,5,56,2025-04-29 22:40:53,2025-04-29 22:57:53,Individual Assignment,Course 3 - Key
5,Male,25.0,4,97,2025-04-29 22:40:53,2025-04-29 22:57:53,Individual Assignment,Course 3 - Key
5,Male,25.0,3,97,2025-04-29 22:40:53,2025-04-29 22:57:53,Individual Assignment,Course 3 - Key
5,Male,25.0,2,98,2025-04-29 22:40:53,2025-04-29 22:57:53,Individual Assignment,Course 3 - Key
5,Male,25.0,1,60,2025-04-29 22:40:53,2025-04-29 22:57:53,Individual Assignment,Course 3 - Key
5,Male,25.0,5,56,2025-04-29 22:30:53,2025-04-29 22:55:53,Individual Assignment,Course 3 - Key
5,Male,25.0,4,97,2025-04-29 22:30:53,2025-04-29 22:55:53,Individual Assignment,Course 3 - Key
5,Male,25.0,3,97,2025-04-29 22:30:53,2025-04-29 22:55:53,Individual Assignment,Course 3 - Key
5,Male,25.0,2,98,2025-04-29 22:30:53,2025-04-29 22:55:53,Individual Assignment,Course 3 - Key
5,Male,25.0,1,60,2025-04-29 22:30:53,2025-04-29 22:55:53,Individual Assignment,Course 3 - Key
5,Male,25.0,5,56,2025-05-03 19:34:46,2025-05-03 19:50:46,Group Assignment,Course 4 - Third
5,Male,25.0,4,97,2025-05-03 19:34:46,2025-05-03 19:50:46,Group Assignment,Course 4 - Third
5,Male,25.0,3,97,2025-05-03 19:34:46,2025-05-03 19:50:46,Group Assignment,Course 4 - Third
5,Male,25.0,2,98,2025-05-03 19:34:46,2025-05-03 19:50:46,Group Assignment,Course 4 - Third
5,Male,25.0,1,60,2025-05-03 19:34:46,2025-05-03 19:50:46,Group Assignment,Course 4 - Third
5,Male,25.0,5,56,2025-05-03 19:37:46,2025-05-03 19:56:46,Group Assignment,Course 4 - Third
5,Male,25.0,4,97,2025-05-03 19:37:46,2025-05-03 19:56:46,Group Assignment,Course 4 - Third
5,Male,25.0,3,97,2025-05-03 19:37:46,2025-05-03 19:56:46,Group Assignment,Course 4 - Third
5,Male,25.0,2,98,2025-05-03 19:37:46,2025-05-03 19:56:46,Group Assignment,Course 4 - Third
5,Male,25.0,1,60,2025-05-03 19:37:46,2025-05-03 19:56:46,Group Assignment,Course 4 - Third
5,Male,25.0,5,56,2025-05-09 09:10:39,2025-05-09 09:24:39,Forum,Course 4 - Look
5,Male,25.0,4,97,2025-05-09 09:10:39,2025-05-09 09:24:39,Forum,Course 4 - Look
