stu_id,gender,grade,activity_start,activity_end,type_name
2,Male,56,2025-04-22 23:25:54,2025-04-22 23:43:54,Group Assignment
2,Male,93,2025-04-22 23:25:54,2025-04-22 23:43:54,Group Assignment
2,Male,67,2025-04-28 08:27:42,2025-04-28 08:57:42,Quiz
2,Male,62,2025-04-28 08:27:42,2025-04-28 08:57:42,Quiz
2,Male,54,2025-04-28 08:27:42,2025-04-28 08:57:42,Quiz
2,Male,56,2025-04-28 08:27:42,2025-04-28 08:57:42,Quiz
2,Male,93,2025-04-28 08:27:42,2025-04-28 08:57:42,Quiz
2,Male,67,2025-04-28 08:26:42,2025-04-28 08:45:42,Quiz
2,Male,62,2025-04-28 08:26:42,2025-04-28 08:45:42,Quiz
2,Male,54,2025-04-28 08:26:42,2025-04-28 08:45:42,Quiz
2,Male,56,2025-04-28 08:26:42,2025-04-28 08:45:42,Quiz
2,Male,93,2025-04-28 08:26:42,2025-04-28 08:45:42,Quiz
2,Male,67,2025-04-19 13:39:10,2025-04-19 13:45:10,Forum
2,Male,62,2025-04-19 13:39:10,2025-04-19 13:45:10,Forum
2,Male,54,2025-04-19 13:39:10,2025-04-19 13:45:10,Forum
2,Male,56,2025-04-19 13:39:10,2025-04-19 13:45:10,Forum
2,Male,93,2025-04-19 13:39:10,2025-04-19 13:45:10,Forum
2,Male,67,2025-04-28 16:04:13,2025-04-28 16:13:13,Group Assignment
2,Male,62,2025-04-28 16:04:13,2025-04-28 16:13:13,Group Assignment
2,Male,54,2025-04-28 16:04:13,2025-04-28 16:13:13,Group Assignment
2,Male,56,2025-04-28 16:04:13,2025-04-28 16:13:13,Group Assignment
2,Male,93,2025-04-28 16:04:13,2025-04-28 16:13:13,Group Assignment
2,Male,67,2025-04-28 16:07:13,2025-04-28 16:17:13,Group Assignment
2,Male,62,2025-04-28 16:07:13,2025-04-28 16:17:13,Group Assignment
2,Male,54,2025-04-28 16:07:13,2025-04-28 16:17:13,Group Assignment
2,Male,56,2025-04-28 16:07:13,2025-04-28 16:17:13,Group Assignment
2,Male,93,2025-04-28 16:07:13,2025-04-28 16:17:13,Group Assignment
2,Male,67,2025-05-05 08:32:09,2025-05-05 08:48:09,Group Assignment
2,Male,62,2025-05-05 08:32:09,2025-05-05 08:48:09,Group Assignment
2,Male,54,2025-05-05 08:32:09,2025-05-05 08:48:09,Group Assignment
2,Male,56,2025-05-05 08:32:09,2025-05-05 08:48:09,Group Assignment
2,Male,93,2025-05-05 08:32:09,2025-05-05 08:48:09,Group Assignment
2,Male,67,2025-05-05 08:38:09,2025-05-05 08:49:09,Group Assignment
2,Male,62,2025-05-05 08:38:09,2025-05-05 08:49:09,Group Assignment
2,Male,54,2025-05-05 08:38:09,2025-05-05 08:49:09,Group Assignment
2,Male,56,2025-05-05 08:38:09,2025-05-05 08:49:09,Group Assignment
2,Male,93,2025-05-05 08:38:09,2025-05-05 08:49:09,Group Assignment
2,Male,67,2025-04-20 04:23:10,2025-04-20 04:39:10,Forum
2,Male,62,2025-04-20 04:23:10,2025-04-20 04:39:10,Forum
2,Male,54,2025-04-20 04:23:10,2025-04-20 04:39:10,Forum
2,Male,56,2025-04-20 04:23:10,2025-04-20 04:39:10,Forum
2,Male,93,2025-04-20 04:23:10,2025-04-20 04:39:10,Forum
2,Male,67,2025-04-29 22:33:53,2025-04-29 22:46:53,Individual Assignment
2,Male,62,2025-04-29 22:33:53,2025-04-29 22:46:53,Individual Assignment
2,Male,54,2025-04-29 22:33:53,2025-04-29 22:46:53,Individual Assignment
2,Male,56,2025-04-29 22:33:53,2025-04-29 22:46:53,Individual Assignment
2,Male,93,2025-04-29 22:33:53,2025-04-29 22:46:53,Individual Assignment
2,Male,67,2025-04-29 22:34:53,2025-04-29 22:43:53,Individual Assignment
2,Male,62,2025-04-29 22:34:53,2025-04-29 22:43:53,Individual Assignment
2,Male,54,2025-04-29 22:34:53,2025-04-29 22:43:53,Individual Assignment
2,Male,56,2025-04-29 22:34:53,2025-04-29 22:43:53,Individual Assignment
2,Male,93,2025-04-29 22:34:53,2025-04-29 22:43:53,Individual Assignment
2,Male,67,2025-05-03 19:33:46,2025-05-03 19:41:46,Group Assignment
2,Male,62,2025-05-03 19:33:46,2025-05-03 19:41:46,Group Assignment
2,Male,54,2025-05-03 19:33:46,2025-05-03 19:41:46,Group Assignment
2,Male,56,2025-05-03 19:33:46,2025-05-03 19:41:46,Group Assignment
2,Male,93,2025-05-03 19:33:46,2025-05-03 19:41:46,Group Assignment
2,Male,67,2025-05-03 19:37:46,2025-05-03 19:54:46,Group Assignment
2,Male,62,2025-05-03 19:37:46,2025-05-03 19:54:46,Group Assignment
2,Male,54,2025-05-03 19:37:46,2025-05-03 19:54:46,Group Assignment
2,Male,56,2025-05-03 19:37:46,2025-05-03 19:54:46,Group Assignment
2,Male,93,2025-05-03 19:37:46,2025-05-03 19:54:46,Group Assignment
2,Male,67,2025-05-03 19:32:46,2025-05-03 19:52:46,Group Assignment
2,Male,62,2025-05-03 19:32:46,2025-05-03 19:52:46,Group Assignment
2,Male,54,2025-05-03 19:32:46,2025-05-03 19:52:46,Group Assignment
2,Male,56,2025-05-03 19:32:46,2025-05-03 19:52:46,Group Assignment
2,Male,93,2025-05-03 19:32:46,2025-05-03 19:52:46,Group Assignment
2,Male,67,2025-05-09 09:03:39,2025-05-09 09:20:39,Forum
2,Male,62,2025-05-09 09:03:39,2025-05-09 09:20:39,Forum
2,Male,54,2025-05-09 09:03:39,2025-05-09 09:20:39,Forum
2,Male,56,2025-05-09 09:03:39,2025-05-09 09:20:39,Forum
2,Male,93,2025-05-09 09:03:39,2025-05-09 09:20:39,Forum
2,Male,67,2025-05-09 09:08:39,2025-05-09 09:20:39,Forum
2,Male,62,2025-05-09 09:08:39,2025-05-09 09:20:39,Forum
2,Male,54,2025-05-09 09:08:39,2025-05-09 09:20:39,Forum
2,Male,56,2025-05-09 09:08:39,2025-05-09 09:20:39,Forum
2,Male,93,2025-05-09 09:08:39,2025-05-09 09:20:39,Forum
2,Male,67,2025-05-05 17:52:06,2025-05-05 18:19:06,Individual Assignment
2,Male,62,2025-05-05 17:52:06,2025-05-05 18:19:06,Individual Assignment
2,Male,54,2025-05-05 17:52:06,2025-05-05 18:19:06,Individual Assignment
2,Male,56,2025-05-05 17:52:06,2025-05-05 18:19:06,Individual Assignment
2,Male,93,2025-05-05 17:52:06,2025-05-05 18:19:06,Individual Assignment
2,Male,67,2025-05-05 17:47:06,2025-05-05 17:55:06,Individual Assignment
2,Male,62,2025-05-05 17:47:06,2025-05-05 17:55:06,Individual Assignment
2,Male,54,2025-05-05 17:47:06,2025-05-05 17:55:06,Individual Assignment
2,Male,56,2025-05-05 17:47:06,2025-05-05 17:55:06,Individual Assignment
2,Male,93,2025-05-05 17:47:06,2025-05-05 17:55:06,Individual Assignment
2,Male,67,2025-04-24 12:11:04,2025-04-24 12:25:04,Group Assignment
2,Male,62,2025-04-24 12:11:04,2025-04-24 12:25:04,Group Assignment
2,Male,54,2025-04-24 12:11:04,2025-04-24 12:25:04,Group Assignment
2,Male,56,2025-04-24 12:11:04,2025-04-24 12:25:04,Group Assignment
2,Male,93,2025-04-24 12:11:04,2025-04-24 12:25:04,Group Assignment
2,Male,67,2025-04-24 12:04:04,2025-04-24 12:14:04,Group Assignment
2,Male,62,2025-04-24 12:04:04,2025-04-24 12:14:04,Group Assignment
2,Male,54,2025-04-24 12:04:04,2025-04-24 12:14:04,Group Assignment
2,Male,56,2025-04-24 12:04:04,2025-04-24 12:14:04,Group Assignment
2,Male,93,2025-04-24 12:04:04,2025-04-24 12:14:04,Group Assignment
2,Male,67,2025-04-24 12:03:04,2025-04-24 12:11:04,Group Assignment
2,Male,62,2025-04-24 12:03:04,2025-04-24 12:11:04,Group Assignment
2,Male,54,2025-04-24 12:03:04,2025-04-24 12:11:04,Group Assignment
2,Male,56,2025-04-24 12:03:04,2025-04-24 12:11:04,Group Assignment
2,Male,93,2025-04-24 12:03:04,2025-04-24 12:11:04,Group Assignment
2,Male,67,2025-05-02 11:46:07,2025-05-02 12:03:07,Group Assignment
2,Male,62,2025-05-02 11:46:07,2025-05-02 12:03:07,Group Assignment
2,Male,54,2025-05-02 11:46:07,2025-05-02 12:03:07,Group Assignment
2,Male,56,2025-05-02 11:46:07,2025-05-02 12:03:07,Group Assignment
2,Male,93,2025-05-02 11:46:07,2025-05-02 12:03:07,Group Assignment
2,Male,67,2025-04-25 16:48:07,2025-04-25 16:55:07,Individual Assignment
2,Male,62,2025-04-25 16:48:07,2025-04-25 16:55:07,Individual Assignment
2,Male,54,2025-04-25 16:48:07,2025-04-25 16:55:07,Individual Assignment
2,Male,56,2025-04-25 16:48:07,2025-04-25 16:55:07,Individual Assignment
2,Male,93,2025-04-25 16:48:07,2025-04-25 16:55:07,Individual Assignment
2,Male,67,2025-04-25 16:38:07,2025-04-25 17:00:07,Individual Assignment
2,Male,62,2025-04-25 16:38:07,2025-04-25 17:00:07,Individual Assignment
2,Male,54,2025-04-25 16:38:07,2025-04-25 17:00:07,Individual Assignment
2,Male,56,2025-04-25 16:38:07,2025-04-25 17:00:07,Individual Assignment
2,Male,93,2025-04-25 16:38:07,2025-04-25 17:00:07,Individual Assignment
5,Male,56,2025-04-24 14:24:51,2025-04-24 14:33:51,Individual Assignment
5,Male,97,2025-04-24 14:24:51,2025-04-24 14:33:51,Individual Assignment
5,Male,97,2025-04-24 14:24:51,2025-04-24 14:33:51,Individual Assignment
5,Male,98,2025-04-24 14:24:51,2025-04-24 14:33:51,Individual Assignment
5,Male,60,2025-04-24 14:24:51,2025-04-24 14:33:51,Individual Assignment
5,Male,56,2025-04-24 14:31:51,2025-04-24 15:00:51,Individual Assignment
5,Male,97,2025-04-24 14:31:51,2025-04-24 15:00:51,Individual Assignment
5,Male,97,2025-04-24 14:31:51,2025-04-24 15:00:51,Individual Assignment
5,Male,98,2025-04-24 14:31:51,2025-04-24 15:00:51,Individual Assignment
5,Male,60,2025-04-24 14:31:51,2025-04-24 15:00:51,Individual Assignment
5,Male,56,2025-04-24 14:29:51,2025-04-24 14:50:51,Individual Assignment
5,Male,97,2025-04-24 14:29:51,2025-04-24 14:50:51,Individual Assignment
5,Male,97,2025-04-24 14:29:51,2025-04-24 14:50:51,Individual Assignment
5,Male,98,2025-04-24 14:29:51,2025-04-24 14:50:51,Individual Assignment
5,Male,60,2025-04-24 14:29:51,2025-04-24 14:50:51,Individual Assignment
5,Male,56,2025-05-04 00:19:00,2025-05-04 00:37:00,Individual Assignment
5,Male,97,2025-05-04 00:19:00,2025-05-04 00:37:00,Individual Assignment
5,Male,97,2025-05-04 00:19:00,2025-05-04 00:37:00,Individual Assignment
5,Male,98,2025-05-04 00:19:00,2025-05-04 00:37:00,Individual Assignment
5,Male,60,2025-05-04 00:19:00,2025-05-04 00:37:00,Individual Assignment
5,Male,56,2025-04-22 23:27:54,2025-04-22 23:36:54,Group Assignment
5,Male,97,2025-04-22 23:27:54,2025-04-22 23:36:54,Group Assignment
5,Male,97,2025-04-22 23:27:54,2025-04-22 23:36:54,Group Assignment
5,Male,98,2025-04-22 23:27:54,2025-04-22 23:36:54,Group Assignment
5,Male,60,2025-04-22 23:27:54,2025-04-22 23:36:54,Group Assignment
5,Male,56,2025-04-22 23:28:54,2025-04-22 23:46:54,Group Assignment
5,Male,97,2025-04-22 23:28:54,2025-04-22 23:46:54,Group Assignment
5,Male,97,2025-04-22 23:28:54,2025-04-22 23:46:54,Group Assignment
5,Male,98,2025-04-22 23:28:54,2025-04-22 23:46:54,Group Assignment
5,Male,60,2025-04-22 23:28:54,2025-04-22 23:46:54,Group Assignment
5,Male,56,2025-04-28 08:29:42,2025-04-28 08:38:42,Quiz
5,Male,97,2025-04-28 08:29:42,2025-04-28 08:38:42,Quiz
5,Male,97,2025-04-28 08:29:42,2025-04-28 08:38:42,Quiz
5,Male,98,2025-04-28 08:29:42,2025-04-28 08:38:42,Quiz
5,Male,60,2025-04-28 08:29:42,2025-04-28 08:38:42,Quiz
5,Male,56,2025-04-28 08:32:42,2025-04-28 08:37:42,Quiz
5,Male,97,2025-04-28 08:32:42,2025-04-28 08:37:42,Quiz
5,Male,97,2025-04-28 08:32:42,2025-04-28 08:37:42,Quiz
5,Male,98,2025-04-28 08:32:42,2025-04-28 08:37:42,Quiz
5,Male,60,2025-04-28 08:32:42,2025-04-28 08:37:42,Quiz
5,Male,56,2025-04-19 13:33:10,2025-04-19 13:49:10,Forum
5,Male,97,2025-04-19 13:33:10,2025-04-19 13:49:10,Forum
5,Male,97,2025-04-19 13:33:10,2025-04-19 13:49:10,Forum
5,Male,98,2025-04-19 13:33:10,2025-04-19 13:49:10,Forum
5,Male,60,2025-04-19 13:33:10,2025-04-19 13:49:10,Forum
5,Male,56,2025-04-19 13:31:10,2025-04-19 13:57:10,Forum
5,Male,97,2025-04-19 13:31:10,2025-04-19 13:57:10,Forum
5,Male,97,2025-04-19 13:31:10,2025-04-19 13:57:10,Forum
5,Male,98,2025-04-19 13:31:10,2025-04-19 13:57:10,Forum
5,Male,60,2025-04-19 13:31:10,2025-04-19 13:57:10,Forum
5,Male,56,2025-04-28 16:09:13,2025-04-28 16:17:13,Group Assignment
5,Male,97,2025-04-28 16:09:13,2025-04-28 16:17:13,Group Assignment
5,Male,97,2025-04-28 16:09:13,2025-04-28 16:17:13,Group Assignment
5,Male,98,2025-04-28 16:09:13,2025-04-28 16:17:13,Group Assignment
5,Male,60,2025-04-28 16:09:13,2025-04-28 16:17:13,Group Assignment
5,Male,56,2025-04-28 16:10:13,2025-04-28 16:23:13,Group Assignment
5,Male,97,2025-04-28 16:10:13,2025-04-28 16:23:13,Group Assignment
5,Male,97,2025-04-28 16:10:13,2025-04-28 16:23:13,Group Assignment
5,Male,98,2025-04-28 16:10:13,2025-04-28 16:23:13,Group Assignment
5,Male,60,2025-04-28 16:10:13,2025-04-28 16:23:13,Group Assignment
5,Male,56,2025-05-05 08:34:09,2025-05-05 08:59:09,Group Assignment
5,Male,97,2025-05-05 08:34:09,2025-05-05 08:59:09,Group Assignment
5,Male,97,2025-05-05 08:34:09,2025-05-05 08:59:09,Group Assignment
5,Male,98,2025-05-05 08:34:09,2025-05-05 08:59:09,Group Assignment
5,Male,60,2025-05-05 08:34:09,2025-05-05 08:59:09,Group Assignment
5,Male,56,2025-05-05 08:39:09,2025-05-05 08:58:09,Group Assignment
5,Male,97,2025-05-05 08:39:09,2025-05-05 08:58:09,Group Assignment
5,Male,97,2025-05-05 08:39:09,2025-05-05 08:58:09,Group Assignment
5,Male,98,2025-05-05 08:39:09,2025-05-05 08:58:09,Group Assignment
5,Male,60,2025-05-05 08:39:09,2025-05-05 08:58:09,Group Assignment
5,Male,56,2025-04-20 04:30:10,2025-04-20 05:00:10,Forum
5,Male,97,2025-04-20 04:30:10,2025-04-20 05:00:10,Forum
5,Male,97,2025-04-20 04:30:10,2025-04-20 05:00:10,Forum
5,Male,98,2025-04-20 04:30:10,2025-04-20 05:00:10,Forum
5,Male,60,2025-04-20 04:30:10,2025-04-20 05:00:10,Forum
5,Male,56,2025-04-20 04:31:10,2025-04-20 04:45:10,Forum
5,Male,97,2025-04-20 04:31:10,2025-04-20 04:45:10,Forum
5,Male,97,2025-04-20 04:31:10,2025-04-20 04:45:10,Forum
5,Male,98,2025-04-20 04:31:10,2025-04-20 04:45:10,Forum
5,Male,60,2025-04-20 04:31:10,2025-04-20 04:45:10,Forum
5,Male,56,2025-04-29 22:37:53,2025-04-29 22:52:53,Individual Assignment
5,Male,97,2025-04-29 22:37:53,2025-04-29 22:52:53,Individual Assignment
5,Male,97,2025-04-29 22:37:53,2025-04-29 22:52:53,Individual Assignment
5,Male,98,2025-04-29 22:37:53,2025-04-29 22:52:53,Individual Assignment
5,Male,60,2025-04-29 22:37:53,2025-04-29 22:52:53,Individual Assignment
5,Male,56,2025-04-29 22:40:53,2025-04-29 22:57:53,Individual Assignment
5,Male,97,2025-04-29 22:40:53,2025-04-29 22:57:53,Individual Assignment
5,Male,97,2025-04-29 22:40:53,2025-04-29 22:57:53,Individual Assignment
5,Male,98,2025-04-29 22:40:53,2025-04-29 22:57:53,Individual Assignment
5,Male,60,2025-04-29 22:40:53,2025-04-29 22:57:53,Individual Assignment
5,Male,56,2025-04-29 22:30:53,2025-04-29 22:55:53,Individual Assignment
5,Male,97,2025-04-29 22:30:53,2025-04-29 22:55:53,Individual Assignment
5,Male,97,2025-04-29 22:30:53,2025-04-29 22:55:53,Individual Assignment
5,Male,98,2025-04-29 22:30:53,2025-04-29 22:55:53,Individual Assignment
5,Male,60,2025-04-29 22:30:53,2025-04-29 22:55:53,Individual Assignment
5,Male,56,2025-05-03 19:34:46,2025-05-03 19:50:46,Group Assignment
5,Male,97,2025-05-03 19:34:46,2025-05-03 19:50:46,Group Assignment
5,Male,97,2025-05-03 19:34:46,2025-05-03 19:50:46,Group Assignment
5,Male,98,2025-05-03 19:34:46,2025-05-03 19:50:46,Group Assignment
5,Male,60,2025-05-03 19:34:46,2025-05-03 19:50:46,Group Assignment
5,Male,56,2025-05-03 19:37:46,2025-05-03 19:56:46,Group Assignment
5,Male,97,2025-05-03 19:37:46,2025-05-03 19:56:46,Group Assignment
5,Male,97,2025-05-03 19:37:46,2025-05-03 19:56:46,Group Assignment
5,Male,98,2025-05-03 19:37:46,2025-05-03 19:56:46,Group Assignment
5,Male,60,2025-05-03 19:37:46,2025-05-03 19:56:46,Group Assignment
5,Male,56,2025-05-09 09:10:39,2025-05-09 09:24:39,Forum
5,Male,97,2025-05-09 09:10:39,2025-05-09 09:24:39,Forum
5,Male,97,2025-05-09 09:10:39,2025-05-09 09:24:39,Forum
5,Male,98,2025-05-09 09:10:39,2025-05-09 09:24:39,Forum
5,Male,60,2025-05-09 09:10:39,2025-05-09 09:24:39,Forum
5,Male,56,2025-05-09 09:07:39,2025-05-09 09:26:39,Forum
5,Male,97,2025-05-09 09:07:39,2025-05-09 09:26:39,Forum
5,Male,97,2025-05-09 09:07:39,2025-05-09 09:26:39,Forum
5,Male,98,2025-05-09 09:07:39,2025-05-09 09:26:39,Forum
5,Male,60,2025-05-09 09:07:39,2025-05-09 09:26:39,Forum
5,Male,56,2025-05-05 17:50:06,2025-05-05 18:04:06,Individual Assignment
5,Male,97,2025-05-05 17:50:06,2025-05-05 18:04:06,Individual Assignment
5,Male,97,2025-05-05 17:50:06,2025-05-05 18:04:06,Individual Assignment
5,Male,98,2025-05-05 17:50:06,2025-05-05 18:04:06,Individual Assignment
5,Male,60,2025-05-05 17:50:06,2025-05-05 18:04:06,Individual Assignment
5,Male,56,2025-04-24 12:06:04,2025-04-24 12:18:04,Group Assignment
5,Male,97,2025-04-24 12:06:04,2025-04-24 12:18:04,Group Assignment
5,Male,97,2025-04-24 12:06:04,2025-04-24 12:18:04,Group Assignment
5,Male,98,2025-04-24 12:06:04,2025-04-24 12:18:04,Group Assignment
5,Male,60,2025-04-24 12:06:04,2025-04-24 12:18:04,Group Assignment
5,Male,56,2025-04-24 12:10:04,2025-04-24 12:37:04,Group Assignment
5,Male,97,2025-04-24 12:10:04,2025-04-24 12:37:04,Group Assignment
5,Male,97,2025-04-24 12:10:04,2025-04-24 12:37:04,Group Assignment
5,Male,98,2025-04-24 12:10:04,2025-04-24 12:37:04,Group Assignment
5,Male,60,2025-04-24 12:10:04,2025-04-24 12:37:04,Group Assignment
5,Male,56,2025-05-02 11:54:07,2025-05-02 12:00:07,Group Assignment
5,Male,97,2025-05-02 11:54:07,2025-05-02 12:00:07,Group Assignment
5,Male,97,2025-05-02 11:54:07,2025-05-02 12:00:07,Group Assignment
5,Male,98,2025-05-02 11:54:07,2025-05-02 12:00:07,Group Assignment
5,Male,60,2025-05-02 11:54:07,2025-05-02 12:00:07,Group Assignment
5,Male,56,2025-04-25 16:45:07,2025-04-25 17:12:07,Individual Assignment
5,Male,97,2025-04-25 16:45:07,2025-04-25 17:12:07,Individual Assignment
5,Male,97,2025-04-25 16:45:07,2025-04-25 17:12:07,Individual Assignment
5,Male,98,2025-04-25 16:45:07,2025-04-25 17:12:07,Individual Assignment
5,Male,60,2025-04-25 16:45:07,2025-04-25 17:12:07,Individual Assignment
5,Male,56,2025-04-25 16:38:07,2025-04-25 16:56:07,Individual Assignment
5,Male,97,2025-04-25 16:38:07,2025-04-25 16:56:07,Individual Assignment
5,Male,97,2025-04-25 16:38:07,2025-04-25 16:56:07,Individual Assignment
5,Male,98,2025-04-25 16:38:07,2025-04-25 16:56:07,Individual Assignment
5,Male,60,2025-04-25 16:38:07,2025-04-25 16:56:07,Individual Assignment
6,Male,96,2025-04-24 14:32:51,2025-04-24 14:56:51,Individual Assignment
6,Male,88,2025-04-24 14:32:51,2025-04-24 14:56:51,Individual Assignment
6,Male,82,2025-04-24 14:32:51,2025-04-24 14:56:51,Individual Assignment
6,Male,83,2025-04-24 14:32:51,2025-04-24 14:56:51,Individual Assignment
6,Male,83,2025-04-24 14:32:51,2025-04-24 14:56:51,Individual Assignment
6,Male,96,2025-05-04 00:24:00,2025-05-04 00:32:00,Individual Assignment
6,Male,88,2025-05-04 00:24:00,2025-05-04 00:32:00,Individual Assignment
6,Male,82,2025-05-04 00:24:00,2025-05-04 00:32:00,Individual Assignment
6,Male,83,2025-05-04 00:24:00,2025-05-04 00:32:00,Individual Assignment
6,Male,83,2025-05-04 00:24:00,2025-05-04 00:32:00,Individual Assignment
6,Male,96,2025-04-22 23:30:54,2025-04-22 23:42:54,Group Assignment
6,Male,88,2025-04-22 23:30:54,2025-04-22 23:42:54,Group Assignment
6,Male,82,2025-04-22 23:30:54,2025-04-22 23:42:54,Group Assignment
6,Male,83,2025-04-22 23:30:54,2025-04-22 23:42:54,Group Assignment
6,Male,83,2025-04-22 23:30:54,2025-04-22 23:42:54,Group Assignment
6,Male,96,2025-04-28 08:33:42,2025-04-28 08:46:42,Quiz
6,Male,88,2025-04-28 08:33:42,2025-04-28 08:46:42,Quiz
6,Male,82,2025-04-28 08:33:42,2025-04-28 08:46:42,Quiz
6,Male,83,2025-04-28 08:33:42,2025-04-28 08:46:42,Quiz
6,Male,83,2025-04-28 08:33:42,2025-04-28 08:46:42,Quiz
6,Male,96,2025-04-28 08:32:42,2025-04-28 08:53:42,Quiz
6,Male,88,2025-04-28 08:32:42,2025-04-28 08:53:42,Quiz
6,Male,82,2025-04-28 08:32:42,2025-04-28 08:53:42,Quiz
6,Male,83,2025-04-28 08:32:42,2025-04-28 08:53:42,Quiz
6,Male,83,2025-04-28 08:32:42,2025-04-28 08:53:42,Quiz
6,Male,96,2025-04-19 13:38:10,2025-04-19 13:59:10,Forum
6,Male,88,2025-04-19 13:38:10,2025-04-19 13:59:10,Forum
6,Male,82,2025-04-19 13:38:10,2025-04-19 13:59:10,Forum
6,Male,83,2025-04-19 13:38:10,2025-04-19 13:59:10,Forum
6,Male,83,2025-04-19 13:38:10,2025-04-19 13:59:10,Forum
6,Male,96,2025-04-19 13:37:10,2025-04-19 14:01:10,Forum
6,Male,88,2025-04-19 13:37:10,2025-04-19 14:01:10,Forum
6,Male,82,2025-04-19 13:37:10,2025-04-19 14:01:10,Forum
6,Male,83,2025-04-19 13:37:10,2025-04-19 14:01:10,Forum
6,Male,83,2025-04-19 13:37:10,2025-04-19 14:01:10,Forum
6,Male,96,2025-04-28 16:06:13,2025-04-28 16:12:13,Group Assignment
6,Male,88,2025-04-28 16:06:13,2025-04-28 16:12:13,Group Assignment
6,Male,82,2025-04-28 16:06:13,2025-04-28 16:12:13,Group Assignment
6,Male,83,2025-04-28 16:06:13,2025-04-28 16:12:13,Group Assignment
6,Male,83,2025-04-28 16:06:13,2025-04-28 16:12:13,Group Assignment
6,Male,96,2025-04-28 16:03:13,2025-04-28 16:17:13,Group Assignment
6,Male,88,2025-04-28 16:03:13,2025-04-28 16:17:13,Group Assignment
6,Male,82,2025-04-28 16:03:13,2025-04-28 16:17:13,Group Assignment
6,Male,83,2025-04-28 16:03:13,2025-04-28 16:17:13,Group Assignment
6,Male,83,2025-04-28 16:03:13,2025-04-28 16:17:13,Group Assignment
6,Male,96,2025-04-28 16:10:13,2025-04-28 16:24:13,Group Assignment
6,Male,88,2025-04-28 16:10:13,2025-04-28 16:24:13,Group Assignment
6,Male,82,2025-04-28 16:10:13,2025-04-28 16:24:13,Group Assignment
6,Male,83,2025-04-28 16:10:13,2025-04-28 16:24:13,Group Assignment
6,Male,83,2025-04-28 16:10:13,2025-04-28 16:24:13,Group Assignment
6,Male,96,2025-05-05 08:38:09,2025-05-05 09:06:09,Group Assignment
6,Male,88,2025-05-05 08:38:09,2025-05-05 09:06:09,Group Assignment
6,Male,82,2025-05-05 08:38:09,2025-05-05 09:06:09,Group Assignment
6,Male,83,2025-05-05 08:38:09,2025-05-05 09:06:09,Group Assignment
6,Male,83,2025-05-05 08:38:09,2025-05-05 09:06:09,Group Assignment
6,Male,96,2025-05-05 08:31:09,2025-05-05 08:39:09,Group Assignment
6,Male,88,2025-05-05 08:31:09,2025-05-05 08:39:09,Group Assignment
6,Male,82,2025-05-05 08:31:09,2025-05-05 08:39:09,Group Assignment
6,Male,83,2025-05-05 08:31:09,2025-05-05 08:39:09,Group Assignment
6,Male,83,2025-05-05 08:31:09,2025-05-05 08:39:09,Group Assignment
6,Male,96,2025-05-05 08:33:09,2025-05-05 08:58:09,Group Assignment
6,Male,88,2025-05-05 08:33:09,2025-05-05 08:58:09,Group Assignment
